,Crash ID,Crash Total Injury Count,Fatal Crash Flag,Person Injury Severity,Person Not Injured Count,Person Total Injury Count,Contributing Factors,Crash Date,Crash Month,Crash Total Injury Count.1,Day of Week,Hour of Day,Intersecting Street Name,Number of Lanes,Road Class,Roadway Type,Speed Limit,ST_NAME,Surface Condition,Weather Condition,Charge,Citation,Person Age,Person Gender,geometry
6762,19191359,0,0,N - NOT INJURED,1,0,TURNED IMPROPERLY - WRONG LANE,44860,10,0,WEDNESDAY,11:00 - 11:59,,No Data,CITY STREET,No Data,35,N BONNIE BRAE ST,1 - DRY,1 - CLEAR,NO CHARGES,No Data,56,1 - MALE,POINT (2377910.0483851484 7132535.230554227)
6763,19191359,0,0,N - NOT INJURED,1,0,TURNED IMPROPERLY - WRONG LANE,44860,10,0,WEDNESDAY,11:00 - 11:59,,No Data,CITY STREET,No Data,35,N BONNIE BRAE ST,1 - DRY,1 - CLEAR,NO CHARGES,No Data,61,1 - MALE,POINT (2377910.0483851484 7132535.230554227)
6764,19192091,1,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - STOP SIGN,44860,10,1,WEDNESDAY,14:00 - 14:59,LONDONDERRY LN,No Data,CITY STREET,No Data,-1,WESTMINISTER CT,1 - DRY,1 - CLEAR,"FAIL TO YIELD ROW INTERSECTION, EXPIRED REGRISTRATION",No Data,22,2 - FEMALE,POINT (2390126.0206946353 7118603.977102462)
6765,19192091,1,0,C - POSSIBLE INJURY,0,1,FAILED TO YIELD RIGHT OF WAY - STOP SIGN,44860,10,1,WEDNESDAY,14:00 - 14:59,LONDONDERRY LN,No Data,CITY STREET,No Data,-1,WESTMINISTER CT,1 - DRY,1 - CLEAR,NO CHARGES,No Data,30,2 - FEMALE,POINT (2390126.0206946353 7118603.977102462)
6766,19192174,0,0,99 - UNKNOWN,0,0,CHANGED LANE WHEN UNSAFE,44860,10,0,WEDNESDAY,19:00 - 19:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,No Data,99 - UNKNOWN,POINT (2379667.5184371765 7124228.730527633)
6767,19192174,0,0,N - NOT INJURED,1,0,CHANGED LANE WHEN UNSAFE,44860,10,0,WEDNESDAY,19:00 - 19:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,25,2 - FEMALE,POINT (2379667.5184371765 7124228.730527633)
6772,19193307,0,0,N - NOT INJURED,1,0,FAILED TO DRIVE IN SINGLE LANE,44860,10,0,WEDNESDAY,12:00 - 12:59,US0380,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",50,IH0035,1 - DRY,1 - CLEAR,NO CHARGES,No Data,61,2 - FEMALE,POINT (2373942.566312814 7132974.903906214)
6773,19193307,0,0,N - NOT INJURED,1,0,FAILED TO DRIVE IN SINGLE LANE,44860,10,0,WEDNESDAY,12:00 - 12:59,US0380,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",50,IH0035,1 - DRY,1 - CLEAR,NO CHARGES,No Data,48,1 - MALE,POINT (2373942.566312814 7132974.903906214)
6779,19193309,1,0,N - NOT INJURED,1,0,DISREGARD STOP SIGN OR LIGHT,44861,10,1,THURSDAY,06:00 - 06:59,WITHERS ST,No Data,CITY STREET,No Data,30,N BELL AVE,1 - DRY,1 - CLEAR,RAN STOP SIGN,10439780,48,2 - FEMALE,POINT (2388249.5207056585 7129928.112491417)
6780,19193309,1,0,C - POSSIBLE INJURY,0,1,DISREGARD STOP SIGN OR LIGHT,44861,10,1,THURSDAY,06:00 - 06:59,WITHERS ST,No Data,CITY STREET,No Data,30,N BELL AVE,1 - DRY,1 - CLEAR,NO CHARGES,No Data,37,2 - FEMALE,POINT (2388249.5207056585 7129928.112491417)
6781,19193311,0,0,N - NOT INJURED,1,0,ROAD RAGE,44861,10,0,THURSDAY,11:00 - 11:59,,6,CITY STREET,"4 OR MORE LANES, DIVIDED",-1,US0380,1 - DRY,1 - CLEAR,NO CHARGES,No Data,44,2 - FEMALE,POINT (2376773.107060023 7132940.213574547)
6782,19193311,0,0,N - NOT INJURED,1,0,ROAD RAGE,44861,10,0,THURSDAY,11:00 - 11:59,,6,CITY STREET,"4 OR MORE LANES, DIVIDED",-1,US0380,1 - DRY,1 - CLEAR,NO CHARGES,No Data,29,2 - FEMALE,POINT (2376773.107060023 7132940.213574547)
6783,19194117,0,0,N - NOT INJURED,1,0,PARKED IN TRAFFIC LANE; ROAD RAGE,44861,10,0,THURSDAY,16:00 - 16:59,,No Data,CITY STREET,No Data,35,E RYAN RD,1 - DRY,1 - CLEAR,STOP STAND PARK ON ROADWAY,10414987,57,1 - MALE,POINT (2390675.956436165 7108299.715592621)
6784,19194117,0,0,N - NOT INJURED,1,0,PARKED IN TRAFFIC LANE; ROAD RAGE,44861,10,0,THURSDAY,16:00 - 16:59,,No Data,CITY STREET,No Data,35,E RYAN RD,1 - DRY,1 - CLEAR,NO CHARGES,No Data,55,1 - MALE,POINT (2390675.956436165 7108299.715592621)
6785,19194139,1,0,B - SUSPECTED MINOR INJURY,0,1,FAILED TO CONTROL SPEED,44861,10,1,THURSDAY,17:00 - 17:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,43,2 - FEMALE,POINT (2395023.6817751345 7116802.5728092445)
6786,19194139,1,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44861,10,1,THURSDAY,17:00 - 17:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,10,2 - FEMALE,POINT (2395023.6817751345 7116802.5728092445)
6787,19194139,1,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44861,10,1,THURSDAY,17:00 - 17:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,2,1 - MALE,POINT (2395023.6817751345 7116802.5728092445)
6788,19194139,1,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44861,10,1,THURSDAY,17:00 - 17:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,5,2 - FEMALE,POINT (2395023.6817751345 7116802.5728092445)
6789,19194139,1,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44861,10,1,THURSDAY,17:00 - 17:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,9,2 - FEMALE,POINT (2395023.6817751345 7116802.5728092445)
6790,19194139,1,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44861,10,1,THURSDAY,17:00 - 17:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,27,2 - FEMALE,POINT (2395023.6817751345 7116802.5728092445)
6791,19194139,1,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44861,10,1,THURSDAY,17:00 - 17:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,21,1 - MALE,POINT (2395023.6817751345 7116802.5728092445)
6792,19194139,1,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44861,10,1,THURSDAY,17:00 - 17:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,39,2 - FEMALE,POINT (2395023.6817751345 7116802.5728092445)
6793,19194139,1,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44861,10,1,THURSDAY,17:00 - 17:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,12,1 - MALE,POINT (2395023.6817751345 7116802.5728092445)
6794,19194231,1,0,B - SUSPECTED MINOR INJURY,0,1,FOLLOWED TOO CLOSELY,44861,10,1,THURSDAY,17:00 - 17:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035,1 - DRY,1 - CLEAR,NO CHARGES,No Data,25,2 - FEMALE,POINT (2374601.0734780845 7130736.873342696)
6795,19194350,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44861,10,0,THURSDAY,16:00 - 16:59,IH0035,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",55,US0077,1 - DRY,1 - CLEAR,FAIL TO CONTROL SPEED,10409856,47,1 - MALE,POINT (2372660.9685971113 7145225.047191534)
6796,19194350,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44861,10,0,THURSDAY,16:00 - 16:59,IH0035,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",55,US0077,1 - DRY,1 - CLEAR,NO CHARGES,No Data,55,1 - MALE,POINT (2372660.9685971113 7145225.047191534)
6797,19197821,0,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,44861,10,0,THURSDAY,13:00 - 13:59,IH0035E,4,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",35,US0077,1 - DRY,1 - CLEAR,NO CHARGES,No Data,25,2 - FEMALE,POINT (2389646.617572096 7121696.750156376)
6798,19197821,0,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,44861,10,0,THURSDAY,13:00 - 13:59,IH0035E,4,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",35,US0077,1 - DRY,1 - CLEAR,NO CHARGES,No Data,24,1 - MALE,POINT (2389646.617572096 7121696.750156376)
6799,19197821,0,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,44861,10,0,THURSDAY,13:00 - 13:59,IH0035E,4,US & STATE HIGHWAYS,"4 OR MORE LANES, DIVIDED",35,US0077,1 - DRY,1 - CLEAR,NO CHARGES,No Data,26,2 - FEMALE,POINT (2389646.617572096 7121696.750156376)
6801,19200374,0,0,99 - UNKNOWN,0,0,TURNED IMPROPERLY - WIDE RIGHT,44861,10,0,THURSDAY,15:00 - 15:59,S MASCH BRANCH RD,No Data,CITY STREET,No Data,-1,JIM CHRISTAL RD,1 - DRY,1 - CLEAR,NO CHARGES,No Data,No Data,99 - UNKNOWN,POINT (2366824.793557478 7129087.6860934505)
6802,19200385,0,0,N - NOT INJURED,1,0,FOLLOWED TOO CLOSELY,44861,10,0,THURSDAY,15:00 - 15:59,,No Data,FARM TO MARKET,No Data,45,FM 426,1 - DRY,1 - CLEAR,NO CHARGES,No Data,19,1 - MALE,POINT (2398908.774777508 7127196.186053776)
6803,19200385,0,0,N - NOT INJURED,1,0,FOLLOWED TOO CLOSELY,44861,10,0,THURSDAY,15:00 - 15:59,,No Data,FARM TO MARKET,No Data,45,FM 426,1 - DRY,1 - CLEAR,NO CHARGES,No Data,74,1 - MALE,POINT (2398908.774777508 7127196.186053776)
6804,19202923,0,0,N - NOT INJURED,1,0,CHANGED LANE WHEN UNSAFE;FAILED TO YIELD RIGHT OF WAY - YIELD SIGN,44861,10,0,THURSDAY,18:00 - 18:59,,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",50,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,54,2 - FEMALE,POINT (2380094.0258060796 7124026.724669856)
6805,19202923,0,0,N - NOT INJURED,1,0,CHANGED LANE WHEN UNSAFE;FAILED TO YIELD RIGHT OF WAY - YIELD SIGN,44861,10,0,THURSDAY,18:00 - 18:59,,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",50,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,19,2 - FEMALE,POINT (2380094.0258060796 7124026.724669856)
6806,19202974,0,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - PRIVATE DRIVE,44861,10,0,THURSDAY,15:00 - 15:59,,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",50,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,73,2 - FEMALE,POINT (2399421.623718338 7113163.332513906)
6807,19202974,0,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - PRIVATE DRIVE,44861,10,0,THURSDAY,15:00 - 15:59,,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",50,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,23,2 - FEMALE,POINT (2399421.623718338 7113163.332513906)
6808,19202974,0,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - PRIVATE DRIVE,44861,10,0,THURSDAY,15:00 - 15:59,,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",50,IH0035E,1 - DRY,1 - CLEAR,NO CHARGES,No Data,2,1 - MALE,POINT (2399421.623718338 7113163.332513906)
6809,19195118,0,0,N - NOT INJURED,1,0,BACKED WITHOUT SAFETY; PARKED IN TRAFFIC LANE,44862,10,0,FRIDAY,09:00 - 09:59,,No Data,CITY STREET,No Data,30,GABLE CT,2 - WET,3 - RAIN,NO CHARGES,No Data,48,1 - MALE,POINT (2387070.0639740624 7137655.23620635)
6810,19195128,0,0,N - NOT INJURED,1,0,OTHER (EXPLAIN IN NARRATIVE),44862,10,0,FRIDAY,09:00 - 09:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035W,2 - WET,3 - RAIN,NO CHARGES,No Data,37,2 - FEMALE,POINT (2366235.8683880297 7100419.124724062)
6811,19195128,0,0,N - NOT INJURED,1,0,OTHER (EXPLAIN IN NARRATIVE),44862,10,0,FRIDAY,09:00 - 09:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035W,2 - WET,3 - RAIN,NO CHARGES,No Data,40,2 - FEMALE,POINT (2366235.8683880297 7100419.124724062)
6812,19195129,0,0,N - NOT INJURED,1,0,FAILED TO DRIVE IN SINGLE LANE,44862,10,0,FRIDAY,09:00 - 09:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035,2 - WET,3 - RAIN,NO CHARGES,No Data,24,1 - MALE,POINT (2372755.5161710535 7141884.399451082)
6813,19195129,0,0,N - NOT INJURED,1,0,FAILED TO DRIVE IN SINGLE LANE,44862,10,0,FRIDAY,09:00 - 09:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035,2 - WET,3 - RAIN,NO CHARGES,No Data,27,1 - MALE,POINT (2372755.5161710535 7141884.399451082)
6814,19195547,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44862,10,0,FRIDAY,11:00 - 11:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035,2 - WET,3 - RAIN,NO CHARGES,No Data,41,1 - MALE,POINT (2373023.384250747 7137281.015102812)
6815,19195547,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44862,10,0,FRIDAY,11:00 - 11:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035,2 - WET,3 - RAIN,NO CHARGES,No Data,50,2 - FEMALE,POINT (2373023.384250747 7137281.015102812)
6816,19195547,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44862,10,0,FRIDAY,11:00 - 11:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035,2 - WET,3 - RAIN,NO CHARGES,No Data,46,2 - FEMALE,POINT (2373023.384250747 7137281.015102812)
6817,19195547,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44862,10,0,FRIDAY,11:00 - 11:59,NOT REPORTED,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035,2 - WET,3 - RAIN,NO CHARGES,No Data,22,2 - FEMALE,POINT (2373023.384250747 7137281.015102812)
6818,19195598,0,0,N - NOT INJURED,1,0,OTHER (EXPLAIN IN NARRATIVE),44862,10,0,FRIDAY,13:00 - 13:59,,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035,2 - WET,3 - RAIN,NO CHARGES,No Data,30,2 - FEMALE,POINT (2373570.0320141697 7134237.790307043)
6819,19196320,0,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - STOP SIGN,44862,10,0,FRIDAY,23:00 - 23:59,JOHNSON ST,4,US & STATE HIGHWAYS,"4 OR MORE LANES, UNDIVIDED",30,US0077,2 - WET,3 - RAIN,"NO DL, FAIL TO MAINTAIN FINANCIAL RESP","22175624, 22175624",50,1 - MALE,POINT (2387191.997727531 7124117.195364512)
6820,19196320,0,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - STOP SIGN,44862,10,0,FRIDAY,23:00 - 23:59,JOHNSON ST,4,US & STATE HIGHWAYS,"4 OR MORE LANES, UNDIVIDED",30,US0077,2 - WET,3 - RAIN,NO CHARGES,No Data,60,1 - MALE,POINT (2387191.997727531 7124117.195364512)
6821,19196321,0,0,N - NOT INJURED,1,0,UNSAFE SPEED,44862,10,0,FRIDAY,19:00 - 19:59,,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035,3 - STANDING WATER,3 - RAIN,NO CHARGES,No Data,19,1 - MALE,POINT (2376175.608955335 7126555.125935536)
6822,19196321,0,0,N - NOT INJURED,1,0,UNSAFE SPEED,44862,10,0,FRIDAY,19:00 - 19:59,,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035,3 - STANDING WATER,3 - RAIN,NO CHARGES,No Data,20,1 - MALE,POINT (2376175.608955335 7126555.125935536)
6823,19196321,0,0,N - NOT INJURED,1,0,UNSAFE SPEED,44862,10,0,FRIDAY,19:00 - 19:59,,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035,3 - STANDING WATER,3 - RAIN,NO CHARGES,No Data,45,1 - MALE,POINT (2376175.608955335 7126555.125935536)
6824,19196321,0,0,N - NOT INJURED,1,0,UNSAFE SPEED,44862,10,0,FRIDAY,19:00 - 19:59,,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",70,IH0035,3 - STANDING WATER,3 - RAIN,NO CHARGES,No Data,44,1 - MALE,POINT (2376175.608955335 7126555.125935536)
6825,19196324,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44862,10,0,FRIDAY,17:00 - 17:59,,4,FARM TO MARKET,"4 OR MORE LANES, UNDIVIDED",45,FM0428,2 - WET,3 - RAIN,FAILURE TO CONTROL SPEED,10459747,28,1 - MALE,POINT (2391202.338420099 7139337.625167856)
6826,19196324,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44862,10,0,FRIDAY,17:00 - 17:59,,4,FARM TO MARKET,"4 OR MORE LANES, UNDIVIDED",45,FM0428,2 - WET,3 - RAIN,NO CHARGES,No Data,26,2 - FEMALE,POINT (2391202.338420099 7139337.625167856)
6827,19196324,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44862,10,0,FRIDAY,17:00 - 17:59,,4,FARM TO MARKET,"4 OR MORE LANES, UNDIVIDED",45,FM0428,2 - WET,3 - RAIN,NO CHARGES,No Data,5,1 - MALE,POINT (2391202.338420099 7139337.625167856)
6828,19196324,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44862,10,0,FRIDAY,17:00 - 17:59,,4,FARM TO MARKET,"4 OR MORE LANES, UNDIVIDED",45,FM0428,2 - WET,3 - RAIN,NO CHARGES,No Data,4,1 - MALE,POINT (2391202.338420099 7139337.625167856)
6829,19196324,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44862,10,0,FRIDAY,17:00 - 17:59,,4,FARM TO MARKET,"4 OR MORE LANES, UNDIVIDED",45,FM0428,2 - WET,3 - RAIN,NO CHARGES,No Data,28,2 - FEMALE,POINT (2391202.338420099 7139337.625167856)
6830,19196324,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44862,10,0,FRIDAY,17:00 - 17:59,,4,FARM TO MARKET,"4 OR MORE LANES, UNDIVIDED",45,FM0428,2 - WET,3 - RAIN,NO CHARGES,No Data,17,1 - MALE,POINT (2391202.338420099 7139337.625167856)
6831,19196324,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44862,10,0,FRIDAY,17:00 - 17:59,,4,FARM TO MARKET,"4 OR MORE LANES, UNDIVIDED",45,FM0428,2 - WET,3 - RAIN,NO CHARGES,No Data,17,2 - FEMALE,POINT (2391202.338420099 7139337.625167856)
6832,19196324,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44862,10,0,FRIDAY,17:00 - 17:59,,4,FARM TO MARKET,"4 OR MORE LANES, UNDIVIDED",45,FM0428,2 - WET,3 - RAIN,NO CHARGES,No Data,17,99 - UNKNOWN,POINT (2391202.338420099 7139337.625167856)
6833,19196324,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44862,10,0,FRIDAY,17:00 - 17:59,,4,FARM TO MARKET,"4 OR MORE LANES, UNDIVIDED",45,FM0428,2 - WET,3 - RAIN,NO CHARGES,No Data,16,2 - FEMALE,POINT (2391202.338420099 7139337.625167856)
6835,19196325,0,0,N - NOT INJURED,1,0,DISREGARD STOP SIGN OR LIGHT,44862,10,0,FRIDAY,20:00 - 20:59,FM0428,5,US & STATE HIGHWAYS,"4 OR MORE LANES, UNDIVIDED",35,US0077,2 - WET,3 - RAIN,NO CHARGES,No Data,60,2 - FEMALE,POINT (2386540.2868395597 7133920.619176294)
6836,19196325,0,0,N - NOT INJURED,1,0,DISREGARD STOP SIGN OR LIGHT,44862,10,0,FRIDAY,20:00 - 20:59,FM0428,5,US & STATE HIGHWAYS,"4 OR MORE LANES, UNDIVIDED",35,US0077,2 - WET,3 - RAIN,NO CHARGES,No Data,21,2 - FEMALE,POINT (2386540.2868395597 7133920.619176294)
6837,19196325,0,0,N - NOT INJURED,1,0,DISREGARD STOP SIGN OR LIGHT,44862,10,0,FRIDAY,20:00 - 20:59,FM0428,5,US & STATE HIGHWAYS,"4 OR MORE LANES, UNDIVIDED",35,US0077,2 - WET,3 - RAIN,NO CHARGES,No Data,27,1 - MALE,POINT (2386540.2868395597 7133920.619176294)
6838,19196621,0,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - PRIVATE DRIVE,44862,10,0,FRIDAY,17:00 - 17:59,,No Data,CITY STREET,No Data,40,N BONNIE BRAE ST,2 - WET,3 - RAIN,FAIL TO YIELD ROW PRIVATE DRIVE,10433487,24,2 - FEMALE,POINT (2377919.6624831622 7133679.0844716225)
6839,19196621,0,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - PRIVATE DRIVE,44862,10,0,FRIDAY,17:00 - 17:59,,No Data,CITY STREET,No Data,40,N BONNIE BRAE ST,2 - WET,3 - RAIN,FAIL TO MAINTAIN FINANCIAL RESPONSIBILITY,10433488,19,1 - MALE,POINT (2377919.6624831622 7133679.0844716225)
6840,19196621,0,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - PRIVATE DRIVE,44862,10,0,FRIDAY,17:00 - 17:59,,No Data,CITY STREET,No Data,40,N BONNIE BRAE ST,2 - WET,3 - RAIN,NO CHARGES,No Data,18,1 - MALE,POINT (2377919.6624831622 7133679.0844716225)
6841,19197822,0,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,44862,10,0,FRIDAY,06:00 - 06:59,N MAYHILL RD,6,US & STATE HIGHWAYS,"4 OR MORE LANES, UNDIVIDED",50,US0377,2 - WET,3 - RAIN,NO CHARGES,No Data,27,1 - MALE,POINT (2401951.661618198 7134836.416104809)
6842,19197822,0,0,N - NOT INJURED,1,0,FAILED TO YIELD RIGHT OF WAY - TURNING LEFT,44862,10,0,FRIDAY,06:00 - 06:59,N MAYHILL RD,6,US & STATE HIGHWAYS,"4 OR MORE LANES, UNDIVIDED",50,US0377,2 - WET,3 - RAIN,NO CHARGES,No Data,21,1 - MALE,POINT (2401951.661618198 7134836.416104809)
6843,19197825,0,0,N - NOT INJURED,1,0,CHANGED LANE WHEN UNSAFE; FAILED TO CONTROL SPEED; FAILED TO DRIVE IN SINGLE LANE; FOLLOWED TOO CLOSELY,44862,10,0,FRIDAY,12:00 - 12:59,,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",75,IH0035,2 - WET,3 - RAIN,NO CHARGES,No Data,28,2 - FEMALE,POINT (2371708.398649184 7164646.595521904)
6844,19197825,0,0,N - NOT INJURED,1,0,CHANGED LANE WHEN UNSAFE; FAILED TO CONTROL SPEED; FAILED TO DRIVE IN SINGLE LANE; FOLLOWED TOO CLOSELY,44862,10,0,FRIDAY,12:00 - 12:59,,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",75,IH0035,2 - WET,3 - RAIN,NO CHARGES,No Data,60,1 - MALE,POINT (2371708.398649184 7164646.595521904)
6845,19197825,0,0,N - NOT INJURED,1,0,CHANGED LANE WHEN UNSAFE; FAILED TO CONTROL SPEED; FAILED TO DRIVE IN SINGLE LANE; FOLLOWED TOO CLOSELY,44862,10,0,FRIDAY,12:00 - 12:59,,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",75,IH0035,2 - WET,3 - RAIN,NO CHARGES,No Data,40,1 - MALE,POINT (2371708.398649184 7164646.595521904)
6846,19197825,0,0,N - NOT INJURED,1,0,CHANGED LANE WHEN UNSAFE; FAILED TO CONTROL SPEED; FAILED TO DRIVE IN SINGLE LANE; FOLLOWED TOO CLOSELY,44862,10,0,FRIDAY,12:00 - 12:59,,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",75,IH0035,2 - WET,3 - RAIN,NO CHARGES,No Data,18,2 - FEMALE,POINT (2371708.398649184 7164646.595521904)
6847,19197828,0,0,N - NOT INJURED,1,0,FAILED TO PASS TO RIGHT SAFELY,44862,10,0,FRIDAY,07:00 - 07:59,US0077,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",55,IH0035,2 - WET,3 - RAIN,NO CHARGES,No Data,26,1 - MALE,POINT (2372594.52035494 7145267.815736778)
6848,19197828,0,0,N - NOT INJURED,1,0,FAILED TO PASS TO RIGHT SAFELY,44862,10,0,FRIDAY,07:00 - 07:59,US0077,4,INTERSTATE,"4 OR MORE LANES, DIVIDED",55,IH0035,2 - WET,3 - RAIN,NO CHARGES,No Data,39,2 - FEMALE,POINT (2372594.52035494 7145267.815736778)
6849,19197829,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44862,10,0,FRIDAY,07:00 - 07:59,OLYMPIA DR,No Data,CITY STREET,No Data,30,WINDSOR DR,2 - WET,3 - RAIN,NO CHARGES,No Data,33,1 - MALE,POINT (2388651.574599319 7138338.513344047)
6850,19197829,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44862,10,0,FRIDAY,07:00 - 07:59,OLYMPIA DR,No Data,CITY STREET,No Data,30,WINDSOR DR,2 - WET,3 - RAIN,NO CHARGES,No Data,12,2 - FEMALE,POINT (2388651.574599319 7138338.513344047)
6851,19197829,0,0,N - NOT INJURED,1,0,FAILED TO CONTROL SPEED,44862,10,0,FRIDAY,07:00 - 07:59,OLYMPIA DR,No Data,CITY STREET,No Data,30,WINDSOR DR,2 - WET,3 - RAIN,NO CHARGES,No Data,43,2 - FEMALE,POINT (2388651.574599319 7138338.513344047)
